ordinal,id_plataforma,paginas,classe_aderencia,status_banco,assunto,subassunto,item_primario,itens_secundarios,tipo_correspondencia,confianca,texto_completo,cinco_alternativas,caracteristicas,elemento_visual_recuperado,extracao_suficiente,gabarito_origem,resposta_operacional,anulacao_oficial_identificada_no_acervo,conflito_gabarito_detectado_fontes_disponiveis,grupo_duplicata,registro_principal,apta_estudo,potencial_simulado,resultado_recuperacao_v2,motivos
573,4001574639,230,ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,573,sim,sim,,
574,4001926489,"230,231",ADERENTE_DIRETA,ADERENTE_DIRETA,Transações,"ACID, concorrência e transações distribuídas",Propriedades de banco de dados,SGBD,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,574,sim,sim,,
575,4002009587,231,ADERENTE_DIRETA,ADERENTE_DIRETA,Normalização,Dependências funcionais e formas normais,"Modelagem conceitual, lógica e física",,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,B,não,não,,575,sim,sim,,
576,4002154836,231,ADERENTE_PARCIAL,ADERENTE_PARCIAL,Transações,"ACID, concorrência e transações distribuídas",Propriedades de banco de dados,SGBD,parcial,média,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,576,sim,sim,,
577,4002385154,231,ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,577,sim,sim,,
578,4000763038,"231,232",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,B,não,não,,578,sim,sim,,
579,4001032194,232,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,,579,sim,sim,,
580,4001038024,232,ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Triggers, eventos e granularidade de disparo",SGBD,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,B,não,não,,580,sim,sim,,
581,4001069250,"232,233",ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,E,não,não,,581,sim,sim,,
582,4001094071,233,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,C,não,não,,582,sim,sim,,
583,4001222047,233,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,Abordagem relacional e multidimensional,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,A,não,não,,583,sim,sim,,
584,4001224870,"233,234",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,D,não,não,,584,sim,sim,,
585,4001346429,234,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",DDL,Integridade referencial,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,D,não,não,,585,sim,sim,,
586,4001346430,"234,235",ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Triggers, eventos e granularidade de disparo",DML,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,B,não,não,,586,sim,sim,,
587,4001380977,235,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,A,não,não,,587,sim,sim,,
588,4001384438,235,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",DDL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,588,sim,sim,,
589,4001384449,"235,236",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",DDL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,E,não,não,,589,sim,sim,,
590,4001384450,236,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",DDL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,A,não,não,,590,sim,sim,,
591,4001384455,"236,237",ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,591,sim,sim,,
592,4001384456,237,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,A,não,não,,592,sim,sim,,
593,4001424097,237,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,,593,sim,sim,,
594,4001424117,238,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,,594,sim,sim,,
595,4001424123,238,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,B,não,não,,595,sim,sim,,
596,4001424129,"238,239",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,tabela,sim,sim,plataforma secundária,D,não,não,,596,sim,sim,RECUPERADA_INTEGRALMENTE,
597,4001424164,239,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,597,sim,sim,,
598,4001424428,239,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,E,não,não,,598,sim,sim,,
599,4001424433,240,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,B,não,não,,599,sim,sim,,
600,4001445979,240,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,600,sim,sim,,
601,4001593276,"240,241",ADERENTE_PARCIAL,ADERENTE_PARCIAL,Programação,"Linguagens, frameworks e código de aplicação","Java 6+, JavaEE 6+, JakartaEE, JPA 2+, JavaScript, JUnit, Hibernate, JSF, PrimeFaces, Spring, Spring Cloud e Spring Boot",,parcial,média,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,601,sim,sim,,
602,4001730222,241,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,602,sim,sim,,
603,4001788475,241,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,603,sim,sim,,
604,4001946725,"241,242",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,D,não,não,,604,sim,sim,,
605,4002154833,242,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,D,não,não,,605,sim,sim,,
606,4002385173,242,ADERENTE_PARCIAL,ADERENTE_PARCIAL,Transações,"ACID, concorrência e transações distribuídas",Propriedades de banco de dados,SGBD,parcial,média,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,606,sim,sim,,
607,4002446255,"242,243",ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade",Integridade referencial,"Modelagem conceitual, lógica e física",direta,alta,sim,sim,tabela,não,sim,plataforma secundária,D,não,não,,607,sim,sim,,
608,4002154834,243,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,608,sim,sim,,
609,4002111745,243,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,609,sim,sim,,
610,4002385191,"243,244",ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,B,não,não,,610,sim,sim,,
611,4002467261,244,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,611,sim,sim,RECUPERADA_INTEGRALMENTE,
612,4001424423,244,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,C,não,não,,612,sim,sim,,
613,4001427976,"244,245",ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,D,não,não,,613,sim,sim,,
614,4001272024,245,ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Triggers, eventos e granularidade de disparo","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,E,não,não,,614,sim,sim,,
615,4001379428,"245,246",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,615,sim,sim,,
616,4001424307,246,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,616,sim,sim,,
617,4001593320,246,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,617,sim,sim,,
618,4001629097,"246,247",ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,618,sim,sim,,
619,4001662209,247,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,B,não,não,,619,sim,sim,,
620,4001677904,247,ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,620,sim,sim,,
621,4001680589,"247,248",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,621,sim,sim,,
622,4001685064,248,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,622,sim,sim,,
623,4001685566,248,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,623,sim,sim,,
624,4001693038,"248,249",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,624,sim,sim,RECUPERADA_INTEGRALMENTE,
625,4001851404,249,ADERENTE_PARCIAL,ADERENTE_PARCIAL,Transações,"ACID, concorrência e transações distribuídas",Propriedades de banco de dados,SGBD,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,D,não,não,,625,sim,sim,,
626,4001856635,249,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,626,sim,sim,,
627,4001945117,"249,250",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,627,sim,sim,,
628,4002111758,250,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",Normalização,,direta,alta,sim,sim,texto,sim,sim,plataforma secundária,A,não,não,,628,sim,sim,RECUPERADA_INTEGRALMENTE,
629,4002111759,"250,251",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,E,não,não,,629,sim,sim,,
630,4002111762,251,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,630,sim,sim,,
631,4002128645,"251,252",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,sim,sim,plataforma secundária,A,não,não,,631,sim,sim,RECUPERADA_INTEGRALMENTE,
632,4002130226,252,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,D,não,não,,632,sim,sim,,
634,4002446251,253,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,634,sim,sim,,
635,4002154826,253,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,635,sim,sim,RECUPERADA_INTEGRALMENTE,
636,4002385186,253,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,,636,sim,sim,,
637,4002467263,"253,254",ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Triggers, eventos e granularidade de disparo",SGBD,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,E,não,não,,637,sim,sim,,
638,4002467260,254,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, junções, subconsultas e agregações",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,D,não,não,,638,sim,sim,,
639,4002467262,"254,255",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,sim,sim,plataforma secundária,C,não,não,,639,sim,sim,RECUPERADA_INTEGRALMENTE,
640,4000838632,255,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,640,sim,sim,,
641,4001032172,255,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,641,sim,sim,,
642,4001041917,"255,256",ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,642,sim,sim,,
643,4001041928,256,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,"código, SQL",sim,sim,plataforma secundária,D,não,não,,643,sim,sim,RECUPERADA_INTEGRALMENTE,
644,4001041980,256,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,644,sim,sim,,
645,4001041988,"256,257",ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Triggers, eventos e granularidade de disparo",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,645,sim,sim,RECUPERADA_INTEGRALMENTE,
646,4001068209,257,ADERENTE_PARCIAL,ADERENTE_PARCIAL,Transações,"ACID, concorrência e transações distribuídas",Propriedades de banco de dados,SGBD,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,E,não,não,,646,sim,sim,,
647,4001068935,257,ADERENTE_PARCIAL,ADERENTE_PARCIAL,Transações,"ACID, concorrência e transações distribuídas",Propriedades de banco de dados,SGBD,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,DUP-001,647,sim,sim,,
648,4001069286,258,ADERENTE_PARCIAL,ADERENTE_PARCIAL,Transações,"ACID, concorrência e transações distribuídas",Propriedades de banco de dados,SGBD,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,DUP-001,647,sim,não,,
649,4001069310,258,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,sim,sim,plataforma secundária,A,não,não,,649,sim,sim,RECUPERADA_INTEGRALMENTE,
650,4001083283,"258,259",ADERENTE_PARCIAL,ADERENTE_PARCIAL,Estruturas de dados,"Pilhas, árvores, hash e estruturas clássicas",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,650,sim,sim,,
651,4001245769,259,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD","Modelagem conceitual, lógica e física",,parcial,média,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,651,sim,sim,,
652,4001264288,259,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Triggers, eventos e granularidade de disparo","Modelagem conceitual, lógica e física",,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,,652,sim,sim,,
653,4001264290,259,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,A,não,não,,653,sim,sim,,
654,4001271887,"259,260",ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Triggers, eventos e granularidade de disparo","Modelagem conceitual, lógica e física",,parcial,média,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,654,sim,sim,,
655,4001367665,260,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,655,sim,sim,,
656,4001379329,260,ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,,656,sim,sim,,
657,4001379333,"260,261",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,D,não,não,,657,sim,sim,,
658,4001380976,261,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,658,sim,sim,,
659,4001424651,261,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,659,sim,sim,,
661,4001572863,262,ADERENTE_DIRETA,ADERENTE_DIRETA,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,661,sim,sim,,
662,4001574634,262,ADERENTE_PARCIAL,ADERENTE_PARCIAL,Transações,"ACID, concorrência e transações distribuídas",Propriedades de banco de dados,SGBD,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,D,não,não,,662,sim,sim,,
663,4001624886,262,ADERENTE_PARCIAL,ADERENTE_PARCIAL,Transações,"ACID, concorrência e transações distribuídas",Propriedades de banco de dados,SGBD,parcial,média,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,663,sim,sim,,
664,4001629092,"262,263",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,B,não,não,,664,sim,sim,,
665,4001680584,263,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,665,sim,sim,,
666,4001685550,263,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,E,não,não,,666,sim,sim,,
667,4001785232,264,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD","Modelagem conceitual, lógica e física",,parcial,média,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,667,sim,sim,,
668,4001888205,264,ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,C,não,não,,668,sim,sim,,
670,4002125534,"264,265",ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD","Modelagem conceitual, lógica e física",,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,E,não,não,,670,sim,sim,,
671,4002385189,265,ADERENTE_DIRETA,ADERENTE_DIRETA,Modelagem de dados,"Modelo conceitual, lógico, ER e cardinalidade","Modelagem conceitual, lógica e física",,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,671,sim,sim,,
672,4002154832,265,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,B,não,não,,672,sim,sim,,
673,4002444793,"265,266",ADERENTE_PARCIAL,ADERENTE_PARCIAL,SGBD,"Arquitetura, administração e recursos de SGBD",SGBD,,parcial,média,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,673,sim,sim,,
674,4000763036,266,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,C,não,não,,674,sim,sim,,
675,4001574633,266,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL, tabela",não,sim,plataforma secundária,A,não,não,,675,sim,sim,,
676,4002385181,267,ADERENTE_PARCIAL,ADERENTE_PARCIAL,Infraestrutura,"Armazenamento, data center e sistemas",SGBD,,parcial,média,sim,sim,tabela,não,sim,plataforma secundária,E,não,não,,676,sim,sim,,
677,4000763034,267,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",DDL,Integridade referencial,direta,alta,sim,sim,"código, SQL, tabela",sim,sim,plataforma secundária,C,não,não,,677,sim,sim,,
678,4001032185,267,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,678,sim,sim,,
679,4001245738,"267,268",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,D,não,não,,679,sim,sim,,
680,4001245765,268,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,680,sim,sim,,
681,4001245781,"268,269",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,681,sim,sim,,
682,4001379429,269,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",DDL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,682,sim,sim,,
683,4001384424,269,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,"código, SQL",não,sim,plataforma secundária,D,não,não,,683,sim,sim,,
684,4001384425,269,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,684,sim,sim,,
685,4001384427,"269,270",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,D,não,não,,685,sim,sim,,
686,4001384429,270,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,Integridade referencial,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,686,sim,sim,,
687,4001424092,"270,271",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,tabela,não,sim,plataforma secundária,A,não,não,,687,sim,sim,,
688,4001424106,271,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,C,não,não,,688,sim,sim,,
689,4001424112,"271,272",ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,689,sim,sim,,
691,4001680580,272,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,691,sim,sim,,
692,4001685503,272,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,A,não,não,,692,sim,sim,,
693,4001788481,273,ADERENTE_DIRETA,ADERENTE_DIRETA,SQL,"Consultas, comandos, junções e subconsultas",SQL,,direta,alta,sim,sim,texto,não,sim,plataforma secundária,B,não,não,,693,sim,sim,,
